"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[k]"     ,     "rms[w]"     ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,     "Buffet"     
          0,           0,          51,      -5.535846778,      -5.461249887,      -5.548522632,      -5.158647958,      -9.150132884,      -1.913227865,     0.04370299431,      0.2032340762,                 0,                 0,                 0,     0.05172671821,     0.04370299431,      0.2032340762,                 0,       4.650346718,    0.002394599513
          0,           0,          52,      -5.578781184,      -5.532753393,      -5.696080338,      -5.190467173,      -9.242400934,      -1.843043388,     0.03929606554,      0.2099150359,                 0,                 0,                 0,     0.05380649961,     0.03929606554,      0.2099150359,                 0,       5.341884309,    0.002394599513
          0,           0,          53,      -5.628079671,      -5.585509915,      -5.846224739,      -5.229743374,      -9.576801233,      -1.786864387,     0.03192130927,      0.2233301612,                 0,                 0,                 0,     0.05738813925,     0.03192130927,      0.2233301612,                 0,       6.996271966,    0.002394599513
          0,           0,          54,      -5.677255201,       -5.56040407,      -5.759696632,       -5.27786763,       -9.73889972,      -1.747718898,     0.02508344111,      0.2385729622,                 0,                 0,                 0,     0.06064783171,     0.02508344111,      0.2385729622,                 0,       9.511173575,    0.002394599513
          0,           0,          55,      -5.731402579,      -5.519343298,      -5.670492739,      -5.339753179,      -9.832778321,      -1.746897197,     0.02392336203,       0.241256779,                 0,                 0,                 0,     0.06120972407,     0.02392336203,       0.241256779,                 0,       10.08456832,    0.002394599513
          0,           0,          56,      -5.789686674,       -5.51675551,       -5.67456134,      -5.408173049,       -9.88203731,      -1.741263255,     0.02256421378,      0.2445825408,                 0,                 0,                 0,     0.06186770036,     0.02256421378,      0.2445825408,                 0,       10.83940009,    0.002394599513
          0,           0,          57,      -5.787458372,      -5.512092689,      -5.670687438,      -5.409898242,      -9.830467636,      -2.142414756,     0.02101828067,      0.2487172744,                 0,                 0,                 0,     0.06260827131,     0.02101828067,      0.2487172744,                 0,       11.83337868,    0.002394599513
          0,           0,          58,      -5.785039719,      -5.508280703,      -5.669654414,      -5.410740626,      -9.757488438,       -2.30248022,     0.01937708934,      0.2538231321,                 0,                 0,                 0,     0.06338441663,     0.01937708934,      0.2538231321,                 0,       13.09913618,    0.002394599513
          0,           0,          59,      -5.785243081,      -5.506306997,      -5.674578998,      -5.413364602,      -9.673448221,       -2.30694672,     0.01779529501,      0.2598905496,                 0,                 0,                 0,     0.06412634031,     0.01779529501,      0.2598905496,                 0,         14.604453,    0.002394599513
          0,           0,          60,       -5.79005809,      -5.507473288,      -5.688883805,      -5.418860016,      -9.584212509,      -2.308451456,     0.01666531665,      0.2661666739,                 0,                 0,                 0,     0.06465469482,     0.01666531665,      0.2661666739,                 0,       15.97129412,    0.002394599513
          0,           0,          61,      -5.807379189,      -5.514277353,      -5.726716623,      -5.433006158,      -9.517657012,      -2.298863353,     0.01619277817,      0.2725544496,                 0,                 0,                 0,     0.06492850891,     0.01619277817,      0.2725544496,                 0,       16.83185225,    0.002394599513
          0,           0,          62,       -5.83439199,      -5.527573691,      -5.782719852,       -5.45517345,      -9.491178198,      -2.264931131,     0.01661447004,      0.2783299778,                 0,                 0,                 0,     0.06469215005,     0.01661447004,      0.2783299778,                 0,       16.75226337,    0.002394599513
          0,           0,          63,      -5.871670335,      -5.543641309,      -5.862043351,      -5.482462804,      -9.534426345,      -2.192505605,     0.01835868563,      0.2826092095,                 0,                 0,                 0,     0.06358032628,     0.01835868563,      0.2826092095,                 0,       15.39376049,    0.002394599513
          0,           0,          64,       -5.90467262,      -5.556029972,      -5.936554774,      -5.503778133,      -9.697529154,      -2.084761425,      0.0212286329,      0.2846616813,                 0,                 0,                 0,     0.06153334311,      0.0212286329,      0.2846616813,                 0,       13.40932705,    0.002394599513
